subject_group,school_code,school_name,major_code,major_name,selection_requirement,actual_major_max_score,actual_major_min_score,actual_major_min_rank,major_group_code,college_department,actual_major_avg_score,actual_major_admit_count,major_note
物理,10661,遵义医科大学,007,医学影像学(5年),物+化,552.0,547,85374,212,,,7,
物理,10661,遵义医科大学,016,基础医学(5年),物+化,556.0,547,85374,212,,,3,
物理,10661,遵义医科大学,015,儿科学(5年),物+化,550.0,546,86901,212,,,4,
物理,10661,遵义医科大学,012,预防医学(5年),物+化,556.0,545,88438,212,,,4,
物理,10661,遵义医科大学,024,助产学,物+生,526.0,523,124001,213,,,2,
物理,10661,遵义医科大学,021,护理学,物+生,550.0,521,127442,213,,,57,
物理,10661,遵义医科大学,009,医学影像技术,物+化,543.0,543,91464,214,,,2,
物理,10661,遵义医科大学,017,智能医学工程,物+化,538.0,537,100724,214,,,2,
物理,10661,遵义医科大学,008,临床药学(5年),物+化,542.0,530,112106,214,,,6,
物理,10661,遵义医科大学,010,制药工程,物+化,532.0,527,117147,214,,,6,
物理,10661,遵义医科大学,019,口腔医学(5年),物+化,586.0,561,66150,215,,,23,珠海校区
物理,10661,遵义医科大学,020,医学影像学(5年),物+化,570.0,559,68771,215,,,12,珠海校区
物理,10661,遵义医科大学,018,临床医学(5年),物+化,575.0,557,71412,215,,,81,珠海校区
物理,10661,遵义医科大学,026,康复治疗学,物+化,539.0,523,124001,216,,,8,珠海校区
物理,10661,遵义医科大学,022,生物工程,物+化,543.0,520,129148,216,,,20,珠海校区
物理,10661,遵义医科大学,023,药学类,物+化,540.0,520,129148,216,,,30,药学、药物制剂珠海校区
物理,11726,长春大学,008,风景园林,物,500.0,494,176620,212,,,2,
物理,11726,长春大学,011,电气工程及其自动化,物+化,540.0,536,103195,213,,,2,
物理,11726,长春大学,014,软件工程,物+化,528.0,525,121385,213,,,2,
物理,11726,长春大学,009,机械工程,物+化,524.0,524,123093,213,,,2,
物理,11726,长春大学,010,网络工程,物+化,524.0,523,124908,213,,,2,
物理,11726,长春大学,015,网络空间安全,物+化,525.0,523,124908,213,,,2,
物理,11726,长春大学,005,信息与计算科学,物+化,523.0,523,124908,213,,,2,
物理,11726,长春大学,013,食品质量与安全,物+化,523.0,522,126594,213,,,2,
物理,11726,长春大学,012,通信工程,物+化,525.0,522,126594,213,,,2,
物理,11726,长春大学,006,机械工程(中外合作办学),物+化,519.0,509,149384,214,,,2,中外合作
物理,11726,长春大学,007,自动化(中外合作办学),物+化,521.0,515,138620,215,,,2,中外合作
物理,11726,长春大学,016,电子信息工程(中外合作办学),物+化,519.0,508,151175,216,,,3,中外合作
物理,11726,长春大学,017,材料科学与工程(中外合作办学),物+化,505.0,502,162025,217,,,3,中外合作
物理,11726,长春大学,018,车辆工程(中外合作办学),物+化,507.0,503,160236,218,,,4,中外合作
物理,11726,长春大学,019,电气工程及其自动化(中外合作办学),物+化,509.0,507,153017,219,,,4,中外合作
物理,11726,长春大学,020,食品科学与工程(中外合作办学),物+化,495.0,486,191183,220,,,3,中外合作
物理,10731,兰州理工大学,017,电气工程及其自动化,物+化,556.0,542,92974,207,,,5,
物理,10731,兰州理工大学,007,焊接技术与工程,物+化,544.0,542,92974,207,,,2,
物理,10731,兰州理工大学,022,计算机科学与技术,物+化,545.0,542,92974,207,,,2,
物理,10731,兰州理工大学,023,软件工程,物+化,544.0,536,102354,207,,,4,
物理,10731,兰州理工大学,019,自动化,物+化,552.0,533,107088,207,,,6,
物理,10731,兰州理工大学,004,材料成型及控制工程,物+化,532.0,531,110370,207,,,2,
物理,10731,兰州理工大学,011,水利水电工程,物+化,531.0,527,117147,207,,,2,
物理,10731,兰州理工大学,009,智能制造工程,物+化,536.0,527,117147,207,,,2,
物理,10731,兰州理工大学,006,金属材料工程,物+化,527.0,526,118804,207,,,2,
物理,10731,兰州理工大学,008,机械设计制造及其自动化,物+化,551.0,525,120517,207,,,8,
物理,10731,兰州理工大学,010,能源与动力工程,物+化,551.0,525,120517,207,,,2,
物理,10731,兰州理工大学,018,电子信息科学与技术,物+化,544.0,524,122240,207,,,4,
物理,10731,兰州理工大学,020,机器人工程,物+化,541.0,524,122240,207,,,4,
物理,10731,兰州理工大学,026,网络空间安全,物+化,526.0,524,122240,207,,,2,
物理,10731,兰州理工大学,014,道路桥梁与渡河工程,物+化,523.0,523,124001,207,,,2,
物理,10731,兰州理工大学,024,物联网工程,物+化,529.0,523,124001,207,,,4,
物理,10731,兰州理工大学,013,给排水科学与工程,物+化,524.0,522,125752,207,,,2,
物理,10731,兰州理工大学,016,工程管理,物+化,524.0,522,125752,207,,,2,
物理,10731,兰州理工大学,025,数据科学与大数据技术,物+化,537.0,521,127442,207,,,3,
物理,10731,兰州理工大学,012,土木工程,物+化,528.0,521,127442,207,,,4,
物理,10731,兰州理工大学,028,安全工程,物+化,523.0,520,129148,207,,,4,
物理,10731,兰州理工大学,021,通信工程,物+化,527.0,520,129148,207,,,4,
物理,10731,兰州理工大学,015,智能建造,物+化,523.0,520,129148,207,,,2,
物理,10731,兰州理工大学,030,工程力学,物+化,520.0,518,132614,207,,,2,
物理,10731,兰州理工大学,027,过程装备与控制工程,物+化,536.0,529,113837,208,,,5,
物理,10731,兰州理工大学,029,生物制药,物+化,527.0,527,117147,208,,,1,
物理,10731,兰州理工大学,005,冶金工程,物+化,525.0,523,124001,209,,,2,
物理,10809,山西中医药大学,003,中医学(5年),物,563.0,553,76851,206,,,5,
物理,10809,山西中医药大学,004,针灸推拿学(5年),物,558.0,549,82420,206,,,3,
物理,10809,山西中医药大学,006,康复治疗学,物+化,512.0,508,150280,207,,,3,
物理,10809,山西中医药大学,007,制药工程,物+化,510.0,508,150280,207,,,3,
物理,10809,山西中医药大学,005,中西医临床医学(5年),物+生,540.0,527,117147,208,,,5,
物理,10809,山西中医药大学,008,护理学,物+生,527.0,494,175701,208,,,8,
物理,10438,山东第二医科大学,001,临床医学(5年),物+化,569.0,532,108703,202,,,3,
物理,10438,山东第二医科大学,003,药学,物+化,533.0,527,117147,202,,,2,
物理,10438,山东第二医科大学,002,麻醉学(5年),物+化,531.0,523,124001,202,,,2,
物理,10438,山东第二医科大学,004,医学影像技术,物+化,524.0,518,132614,202,,,4,
物理,10438,山东第二医科大学,006,护理学,物+化,519.0,517,134320,202,,,2,
物理,10438,山东第二医科大学,005,智能医学工程,物+化,518.0,516,136039,202,,,3,
物理,10551,湖南科技学院,008,制药工程,物+化,522.0,508,150280,211,,,3,
物理,10551,湖南科技学院,009,智能制造工程,物+化,516.0,507,152097,211,,,3,
物理,10551,湖南科技学院,006,电子信息工程,物+化,518.0,505,155706,211,,,3,
物理,10551,湖南科技学院,004,新能源材料与器件,物+化,506.0,505,155706,211,,,3,
物理,10551,湖南科技学院,007,土木工程,物+化,500.0,499,166551,211,,,3,
物理,10551,湖南科技学院,005,数学与应用数学(师范),物+化,500.0,499,166551,211,,,3,普师
物理,10363,安徽工程大学,002,纺织工程,物+化,530.0,520,129148,204,,,5,
物理,10363,安徽工程大学,003,环境工程,物+化,530.0,530,112106,205,,,1,
物理,10363,安徽工程大学,001,高分子材料与工程,物+化,533.0,522,125752,205,,,4,
物理,10363,安徽工程大学,004,电气工程及其自动化(中外合作办学)(5年),物+化,537.0,536,102354,206,,,2,中外合作
物理,10228,黑龙江中医药大学,008,针灸推拿学(5年),物,563.0,562,64901,206,,,2,
物理,10228,黑龙江中医药大学,002,中医学(5+3一体化)(5年),物,559.0,558,70080,206,,,4,
物理,10228,黑龙江中医药大学,003,中医学(5+3一体化儿科学)(5年),物,557.0,556,72754,206,,,2,
物理,10228,黑龙江中医药大学,004,中医学(5年),物,555.0,552,78230,206,,,3,
物理,10228,黑龙江中医药大学,006,中医骨伤科学(5年),物,550.0,546,86901,206,,,5,
物理,10228,黑龙江中医药大学,009,中医康复学(5年),物,548.0,541,94513,206,,,5,
物理,10228,黑龙江中医药大学,013,中药学,物+化,548.0,536,102354,207,,,2,
物理,10228,黑龙江中医药大学,015,中药制药,物+化,520.0,514,139508,207,,,2,
物理,10228,黑龙江中医药大学,014,药学,物+化,534.0,512,143096,207,,,6,
物理,10228,黑龙江中医药大学,010,医学影像技术,物+化,513.0,508,150280,207,,,3,
物理,10228,黑龙江中医药大学,011,制药工程,物+化,509.0,505,155706,207,,,6,
物理,10228,黑龙江中医药大学,012,药物制剂,物+化,526.0,504,157526,207,,,5,
物理,10228,黑龙江中医药大学,016,医学信息工程,物+化,527.0,504,157526,207,,,2,
物理,10228,黑龙江中医药大学,005,中西医临床医学(5年),物+生,563.0,547,85374,208,,,3,
物理,10228,黑龙江中医药大学,007,护理学,物+生,509.0,492,179318,209,,,3,
物理,11347,仲恺农业工程学院,011,会计学,物,,527,117100,202,,,46,
物理,11347,仲恺农业工程学院,013,商务英语,物,,525,120955,202,,,14,
物理,11347,仲恺农业工程学院,012,英语,物,,524,123041,202,,,14,
物理,11347,仲恺农业工程学院,016,社会工作,物,,523,123407,202,,,5,
物理,11347,仲恺农业工程学院,006,国际经济与贸易,物,,523,124286,202,,,14,
物理,11347,仲恺农业工程学院,015,行政管理,物,,521,127280,202,,,5,
物理,11347,仲恺农业工程学院,005,农林经济管理,物,,520,128750,202,,,13,
物理,11347,仲恺农业工程学院,009,人力资源管理,物,,518,132729,202,,,17,
物理,11347,仲恺农业工程学院,014,城乡规划,物,,518,132742,202,,,22,
物理,11347,仲恺农业工程学院,007,会展经济与管理,物,,518,132796,202,,,16,
物理,11347,仲恺农业工程学院,008,工商管理,物,,518,132892,202,,,29,
物理,11347,仲恺农业工程学院,010,财务管理,物,,518,132909,202,,,50,
物理,11347,仲恺农业工程学院,047,电气工程及其自动化,物+化,,542,92583,203,,,32,
物理,11347,仲恺农业工程学院,028,电子信息工程,物+化,,540,96484,203,,,33,
物理,11347,仲恺农业工程学院,029,计算机科学与技术,物+化,,540,96638,203,,,64,
物理,11347,仲恺农业工程学院,046,自动化,物+化,,539,97113,203,,,28,
物理,11347,仲恺农业工程学院,033,机械设计制造及其自动化,物+化,,539,98224,203,,,26,
物理,11347,仲恺农业工程学院,034,机械电子工程,物+化,,538,99526,203,,,26,
物理,11347,仲恺农业工程学院,032,能源与动力工程,物+化,,537,101089,203,,,26,
物理,11347,仲恺农业工程学院,030,物联网工程,物+化,,536,102354,203,,,34,
物理,11347,仲恺农业工程学院,048,机器人工程,物+化,,536,102660,203,,,48,
物理,11347,仲恺农业工程学院,031,数据科学与大数据技术,物+化,,535,104050,203,,,52,
物理,11347,仲恺农业工程学院,043,信息与计算科学,物+化,,532,108483,203,,,46,
物理,11347,仲恺农业工程学院,035,农业工程,物+化,,531,110662,203,,,24,
物理,11347,仲恺农业工程学院,038,高分子材料与工程,物+化,,531,111193,203,,,26,
物理,11347,仲恺农业工程学院,027,动物医学(5年),物+化,,530,112117,203,,,70,
物理,11347,仲恺农业工程学院,044,统计学,物+化,,528,115075,203,,,28,
物理,11347,仲恺农业工程学院,039,材料化学,物+化,,527,117134,203,,,26,
物理,11347,仲恺农业工程学院,037,化学工程与工艺,物+化,,527,117180,203,,,26,
物理,11347,仲恺农业工程学院,036,应用化学,物+化,,526,118276,203,,,26,
物理,11347,仲恺农业工程学院,023,草业科学,物+化,,526,118454,203,,,28,
物理,11347,仲恺农业工程学院,025,水产养殖学,物+化,,524,121785,203,,,31,
物理,11347,仲恺农业工程学院,019,植物保护,物+化,,524,122146,203,,,57,
物理,11347,仲恺农业工程学院,041,资源环境科学,物+化,,524,122213,203,,,24,
物理,11347,仲恺农业工程学院,022,园艺,物+化,,524,122517,203,,,58,
物理,11347,仲恺农业工程学院,026,动物科学,物+化,,524,122916,203,,,56,
物理,11347,仲恺农业工程学院,021,林学,物+化,,524,123043,203,,,27,
物理,11347,仲恺农业工程学院,018,生物技术,物+化,,523,123383,203,,,28,
物理,11347,仲恺农业工程学院,017,中草药栽培与鉴定,物+化,,523,123434,203,,,25,
物理,11347,仲恺农业工程学院,024,包装工程,物+化,,523,123457,203,,,24,
物理,11347,仲恺农业工程学院,045,给排水科学与工程,物+化,,523,123588,203,,,29,
物理,11347,仲恺农业工程学院,042,土地科学与技术,物+化,,523,123598,203,,,29,
物理,11347,仲恺农业工程学院,020,农学,物+化,,523,123649,203,,,58,
物理,11347,仲恺农业工程学院,040,环境工程,物+化,,523,123659,203,,,26,
物理,11347,仲恺农业工程学院,049,园林,物+生,,515,138007,204,,,57,
物理,11347,仲恺农业工程学院,050,食品科学与工程,物+化+生,,527,117639,205,,,26,
物理,11347,仲恺农业工程学院,051,食品质量与安全,物+化+生,,523,124356,205,,,28,
物理,11347,仲恺农业工程学院,052,食品营养与健康,物+化+生,,521,128130,205,,,28,
物理,11347,仲恺农业工程学院,054,电气工程及其自动化,物+化,,503,159458,206,,,42,国际班
物理,11347,仲恺农业工程学院,053,土木工程,物+化,,497,171179,206,,,18,国际班
物理,11347,仲恺农业工程学院,055,食品科学与工程,物+化+生,,491,181366,207,,,30,国际班
物理,11311,三明学院,002,供应链管理,物,521.0,514,139508,207,,,2,
物理,11311,三明学院,003,数字媒体技术,物+化,536.0,536,102354,208,,,1,
物理,11311,三明学院,006,机械设计制造及其自动化,物+化,524.0,523,124001,208,,,2,
物理,11311,三明学院,005,物联网工程,物+化,523.0,523,124001,208,,,1,
物理,11311,三明学院,004,计算机科学与技术,物+化,519.0,519,130889,209,,,1,
物理,11311,三明学院,007,材料化学,物+化,514.0,514,139508,210,,,1,
物理,10908,山东工艺美术学院,003,工业设计,物+化,,519,130889,205,,,2,
物理,10908,山东工艺美术学院,002,家具设计与工程,物+化,,511,144878,205,,,1,
物理,10908,山东工艺美术学院,004,智能交互设计,物+化,,511,144878,205,,,2,
物理,10190,长春工业大学,016,工业工程,物,536.0,536,102354,216,,,1,
物理,10190,长春工业大学,030,金融学,物,521.0,521,127442,216,,,1,
物理,10190,长春工业大学,028,数字经济,物,520.0,520,129148,216,,,1,
物理,10190,长春工业大学,029,信息管理与信息系统,物,521.0,521,127442,217,,,1,
物理,10190,长春工业大学,036,经济统计学,物,519.0,519,130889,217,,,1,
物理,10190,长春工业大学,020,电气工程及其自动化,物+化,541.0,541,94513,218,,,1,
物理,10190,长春工业大学,021,自动化,物+化,548.0,537,100724,218,,,2,
物理,10190,长春工业大学,017,智能制造工程,物+化,536.0,536,102354,218,,,1,
物理,10190,长春工业大学,015,工业设计,物+化,535.0,535,103976,218,,,1,
物理,10190,长春工业大学,013,机械电子工程,物+化,536.0,534,105525,218,,,4,
物理,10190,长春工业大学,026,电子信息工程,物+化,540.0,534,105525,218,,,3,
物理,10190,长春工业大学,012,机械工程,物+化,545.0,533,107088,218,,,6,
物理,10190,长春工业大学,014,车辆工程,物+化,533.0,533,107088,218,,,1,
物理,10190,长春工业大学,018,材料成型及控制工程,物+化,533.0,532,108703,218,,,3,
物理,10190,长春工业大学,024,软件工程,物+化,543.0,541,94513,219,,,5,
物理,10190,长春工业大学,023,计算机科学与技术,物+化,545.0,540,96059,219,,,5,
物理,10190,长春工业大学,034,数字媒体技术,物+化,540.0,540,96059,219,,,1,
物理,10190,长春工业大学,035,数据科学与大数据技术,物+化,539.0,539,97608,219,,,1,
物理,10190,长春工业大学,022,机器人工程,物+化,543.0,538,99163,219,,,3,
物理,10190,长春工业大学,027,信息安全,物+化,538.0,538,99163,219,,,1,
物理,10190,长春工业大学,025,人工智能,物+化,538.0,538,99163,219,,,1,
物理,10190,长春工业大学,019,材料物理,物+化,526.0,526,118804,220,,,1,
物理,10190,长春工业大学,032,化学工程与工艺,物+化,522.0,522,125752,220,,,1,
物理,10190,长春工业大学,031,高分子材料与工程,物+化,527.0,521,127442,220,,,5,
物理,10190,长春工业大学,033,化学,物+化,520.0,520,129148,220,,,1,
物理,11528,湖南工学院,005,电气工程及其自动化,物+化,535.0,529,113837,202,,,3,
物理,11528,湖南工学院,006,通信工程,物+化,529.0,526,118804,202,,,2,
物理,11528,湖南工学院,009,软件工程,物+化,526.0,525,120517,202,,,2,
物理,11528,湖南工学院,008,环境工程,物+化,527.0,525,120517,202,,,2,
物理,11528,湖南工学院,002,高分子材料与工程,物+化,521.0,520,129148,202,,,3,
物理,11528,湖南工学院,010,应用物理学,物+化,523.0,519,130889,202,,,2,
物理,11528,湖南工学院,004,应急技术与管理,物+化,525.0,519,130889,202,,,2,
物理,11528,湖南工学院,001,无机非金属材料工程,物+化,525.0,519,130889,202,,,3,
物理,11528,湖南工学院,007,化学工程与工艺,物+化,519.0,519,130889,202,,,3,
物理,11528,湖南工学院,003,安全工程,物+化,522.0,518,132614,202,,,3,
物理,10451,鲁东大学,007,集成电路设计与集成系统,物+化,529.0,526,119647,205,,,2,
物理,10451,鲁东大学,010,人工智能,物+化,533.0,524,123093,205,,,2,
物理,10451,鲁东大学,008,车辆工程,物+化,521.0,507,153017,205,,,2,
物理,10451,鲁东大学,009,港口航道与海岸工程,物+化,515.0,499,167475,205,,,3,
物理,10451,鲁东大学,015,土木工程(智慧道桥工程),物+化,504.0,499,167475,205,,,2,
物理,10451,鲁东大学,016,土木工程(数智轨道交通),物+化,498.0,498,169297,205,,,1,
物理,10451,鲁东大学,017,土木工程(智能建筑工程),物+化,496.0,496,173025,205,,,1,
物理,10451,鲁东大学,011,水产养殖学,物+化,506.0,493,178416,205,,,2,
物理,10451,鲁东大学,006,数学与应用数学(师范),物+化,512.0,490,183772,205,,,3,普师
物理,10451,鲁东大学,014,水文与水资源工程,物+化,505.0,490,183772,205,,,2,
物理,10451,鲁东大学,012,机械设计制造及其自动化(中外合作办学),物+化,497.0,496,173025,206,,,2,中外合作
物理,10451,鲁东大学,013,船舶与海洋工程(中外合作办学),物+化,493.0,493,178416,206,,,3,中外合作
物理,10519,湖北文理学院,004,财务管理,物,522.0,510,146661,206,,,5,培养ACCA人才
物理,10519,湖北文理学院,002,自动化,物+化,526.0,512,143096,207,,,2,
物理,10519,湖北文理学院,003,土木工程,物+化,511.0,496,172127,207,,,4,培养智慧土木人才
物理,10330,南京体育学院,001,康复治疗学,物+化,,517,135039,203,,,6,
物理,10431,齐鲁工业大学,007,生物技术,物+化+生,529.0,515,137757,208,,,5,
物理,10431,齐鲁工业大学,004,软件工程,物+化,548.0,531,110370,209,,,5,
物理,10431,齐鲁工业大学,006,轻化工程,物+化,575.0,530,112106,209,,,3,
物理,10431,齐鲁工业大学,013,测控技术与仪器,物+化,539.0,527,117147,209,,,5,
物理,10431,齐鲁工业大学,011,储能科学与工程,物+化,529.0,522,125752,209,,,5,
物理,10431,齐鲁工业大学,012,海洋技术,物+化,557.0,519,130889,209,,,5,
物理,10431,齐鲁工业大学,005,轻工类,物+化,520.0,518,132614,209,,,5,印刷工程(智能计算与全媒体传播)、包装工程(绿色智能)
物理,10431,齐鲁工业大学,010,材料类,物+化,535.0,513,141300,209,,,15,无机非金属材料工程、高分子材料与工程、光电信息材料与器件
物理,10431,齐鲁工业大学,009,环境科学与工程类,物+化,520.0,511,144878,209,,,10,环境工程、环境科学(碳中和)
物理,10431,齐鲁工业大学,008,食品科学与工程类,物+化,532.0,510,146661,209,,,15,食品科学与工程、食品质量与安全、食品营养与健康
物理,10212,黑龙江大学,009,翻译(俄语),物,532.0,525,121385,211,,,6,
物理,10212,黑龙江大学,030,电子商务,物,532.0,517,135184,212,,,8,
物理,10212,黑龙江大学,015,计算机科学与技术,物+化,548.0,545,89208,213,,,2,
物理,10212,黑龙江大学,013,电气工程及其自动化,物+化,553.0,543,92214,213,,,2,
物理,10212,黑龙江大学,012,机械设计制造及其自动化,物+化,548.0,543,92214,213,,,2,
物理,10212,黑龙江大学,014,集成电路设计与集成系统,物+化,546.0,542,93732,213,,,4,
物理,10212,黑龙江大学,016,软件工程,物+化,542.0,521,128289,213,,,15,
物理,10212,黑龙江大学,010,数学与应用数学,物+化,534.0,519,131771,213,,,4,
物理,10212,黑龙江大学,032,网络空间安全,物+化,540.0,518,133455,213,,,10,
物理,10212,黑龙江大学,017,物联网工程,物+化,538.0,514,140395,213,,,13,
物理,10212,黑龙江大学,020,水利水电工程,物+化,525.0,513,142204,213,,,9,
物理,10212,黑龙江大学,018,土木工程,物+化,519.0,507,153017,213,,,4,
物理,10212,黑龙江大学,019,给排水科学与工程,物+化,535.0,503,160236,213,,,23,
物理,10212,黑龙江大学,027,植物保护,物+化,508.0,502,162025,213,,,5,
物理,10212,黑龙江大学,021,水文与水资源工程,物+化,523.0,501,163758,213,,,11,
物理,10212,黑龙江大学,022,农业水利工程,物+化,517.0,501,163758,213,,,6,
物理,10212,黑龙江大学,025,生物工程,物+化,532.0,529,114677,214,,,2,
物理,10212,黑龙江大学,031,化学工程与工艺,物+化,532.0,519,131771,214,,,2,部分专业课程由俄罗斯新西伯利亚国立大学俄语授课
物理,10212,黑龙江大学,011,生物技术,物+化,539.0,517,135184,214,,,10,在广东省录取本专业排名前2名考生可入选学校拔尖人才培养计划
物理,10212,黑龙江大学,026,生物制药,物+化,521.0,515,138620,214,,,9,
物理,10212,黑龙江大学,024,食品科学与工程,物+化,517.0,513,142204,214,,,6,
物理,10212,黑龙江大学,028,种子科学与工程,物+化,516.0,510,147552,214,,,6,
物理,10212,黑龙江大学,023,环境科学,物+化,519.0,507,153017,214,,,13,
物理,10212,黑龙江大学,029,农业资源与环境,物+化,511.0,505,156639,214,,,8,
物理,10212,黑龙江大学,033,会计学,物,530.0,523,124908,215,,,2,与澳大利亚麦考瑞大学“2+2”联合培养项目
物理,10212,黑龙江大学,034,计算机科学与技术,物+化,542.0,532,109524,216,,,4,与澳大利亚昆士兰大学“2+2”联合培养项目
物理,10347,湖州师范学院,002,科学教育(师范),物,520.0,518,132614,208,,,2,普师
物理,10347,湖州师范学院,003,电气工程及其自动化,物+化,546.0,541,94513,209,,,2,
物理,10347,湖州师范学院,004,护理学,物+化,514.0,512,143096,210,,,2,
物理,10162,辽宁中医药大学,007,中药学,物+化,,510,146661,203,,,4,
物理,10162,辽宁中医药大学,008,中药资源与开发,物+化,,506,153895,203,,,3,
物理,10162,辽宁中医药大学,009,护理学,物+化,,502,161131,204,,,5,
物理,10162,辽宁中医药大学,011,中兽医学(5年),物+化,,529,113837,205,,,2,
物理,10162,辽宁中医药大学,010,实验动物学,物+化,,520,129148,205,,,3,
物理,10162,辽宁中医药大学,004,中医学(5年),物,,545,88438,206,,,10,
物理,10162,辽宁中医药大学,005,中医骨伤科学(5年),物,,543,91464,206,,,5,
物理,10162,辽宁中医药大学,006,中西医临床医学(5年),物+化,,539,97608,207,,,8,
物理,10548,怀化学院,007,电气工程及其自动化,物+化,518.0,516,136039,213,,,2,
物理,10548,怀化学院,005,数学与应用数学(师范),物+化,515.0,513,141300,213,,,2,普师
物理,10548,怀化学院,003,计算机科学与技术,物+化,515.0,513,141300,213,,,2,
物理,10548,怀化学院,006,机器人工程,物+化,513.0,513,141300,213,,,2,
物理,10548,怀化学院,004,网络空间安全,物+化,514.0,511,144878,213,,,2,
物理,10548,怀化学院,008,园林,物+生,497.0,497,170263,215,,,1,
物理,10231,哈尔滨师范大学,012,英语(师范),物,562.0,562,65510,214,,,1,普师
物理,10231,哈尔滨师范大学,015,商务英语,物,547.0,544,90713,214,,,2,
物理,10231,哈尔滨师范大学,013,会计学,物,520.0,520,130005,215,,,1,
物理,10231,哈尔滨师范大学,014,人力资源管理,物,519.0,514,140395,215,,,3,
物理,10231,哈尔滨师范大学,011,数学与应用数学(师范),物+化,557.0,545,89208,216,,,5,普师
物理,10231,哈尔滨师范大学,009,化学(师范),物+化,543.0,527,117960,217,,,7,普师
物理,10231,哈尔滨师范大学,010,生物科学(师范),物+化,533.0,513,142204,217,,,5,普师
物理,10231,哈尔滨师范大学,018,软件工程,物+化,527.0,508,151175,217,,,5,
物理,10231,哈尔滨师范大学,016,材料化学,物+化,514.0,508,151175,217,,,5,
物理,10231,哈尔滨师范大学,017,制药工程,物+化,520.0,508,151175,218,,,5,
物理,10447,聊城大学,002,药学,物+化+生,511.0,506,154772,202,,,2,
物理,10447,聊城大学,001,制药工程,物+化+生,506.0,505,156639,202,,,3,
物理,10092,河北北方学院,001,临床医学(5年),物+化,540.0,537,101511,202,,,5,
物理,10092,河北北方学院,002,医学影像学(5年),物+化,531.0,530,112996,203,,,2,
物理,10092,河北北方学院,003,医学检验技术,物+化,522.0,509,149384,204,,,3,
物理,10118,山西师范大学,009,教育技术学(师范),物,538.0,536,102354,210,,,2,普师
物理,10118,山西师范大学,010,物理学(师范),物+化,532.0,526,118804,211,,,2,普师
物理,10118,山西师范大学,017,大气科学,物+化,516.0,516,136039,211,,,1,
物理,10118,山西师范大学,014,食品质量与安全,物+化,522.0,515,137757,211,,,2,
物理,10118,山西师范大学,012,环境生态工程,物+化,517.0,508,150280,211,,,2,
物理,10118,山西师范大学,019,食品营养与健康,物+化,515.0,506,153895,211,,,2,
物理,10118,山西师范大学,016,生物科学(师范),物+化,539.0,517,134320,212,,,2,普师
物理,10118,山西师范大学,013,食品科学与工程,物+化,515.0,512,143096,212,,,2,
物理,10118,山西师范大学,018,能源化学,物+化,515.0,511,144878,212,,,2,
物理,10118,山西师范大学,015,园艺,物+化,509.0,508,150280,212,,,2,
物理,10118,山西师范大学,011,生物技术,物+化,517.0,507,152097,212,,,2,
物理,11407,北方民族大学,012,电子商务,物,518.0,513,142204,214,,,2,
物理,11407,北方民族大学,010,工商管理类,物,504.0,504,158412,215,,,1,工商管理、人力资源管理
物理,11407,北方民族大学,011,会计学,物,503.0,503,160236,215,,,1,
物理,11407,北方民族大学,013,数据科学与大数据技术,物+化,527.0,527,117960,216,,,1,
物理,11407,北方民族大学,009,机械类,物+化,526.0,526,119647,216,,,1,机械设计制造及其自动化、机械电子工程、工业设计、过程装备与控制工程、材料成型及控制工程
物理,11407,北方民族大学,008,电子信息类,物+化,528.0,524,123093,216,,,2,通信工程、电子信息工程
物理,11407,北方民族大学,007,材料类,物+化,521.0,521,128289,216,,,1,高分子材料与工程、新能源材料与器件、材料科学与工程、智能材料与结构
物理,11407,北方民族大学,014,软件工程(中外合作办学),物+化,523.0,503,160236,217,,,4,中外合作
物理,11390,玉溪师范学院,003,会计学,物,507.0,506,153895,205,,,2,
物理,11390,玉溪师范学院,004,电气工程及其自动化,物+化,519.0,514,139508,206,,,2,
物理,10153,沈阳建筑大学,015,工程造价,物,522.0,522,125752,209,,,1,
物理,10153,沈阳建筑大学,001,建筑学(5年),物,516.0,516,136039,209,,,1,
物理,10153,沈阳建筑大学,014,工程管理,物,516.0,513,141300,209,,,2,
物理,10153,沈阳建筑大学,017,房地产开发与管理,物,507.0,507,152097,209,,,1,
物理,10153,沈阳建筑大学,018,会计学,物,506.0,506,153895,209,,,1,
物理,10153,沈阳建筑大学,019,城市管理,物,505.0,505,155706,209,,,1,
物理,10153,沈阳建筑大学,016,土地资源管理,物,502.0,502,161131,209,,,1,
物理,10153,沈阳建筑大学,002,风景园林(5年),物,520.0,520,129148,210,,,1,
物理,10153,沈阳建筑大学,026,工程造价(中外合作办学),物,506.0,472,215338,211,,,4,中外合作
物理,10153,沈阳建筑大学,007,机械设计制造及其自动化,物+化,527.0,527,117147,212,,,1,
物理,10153,沈阳建筑大学,012,自动化,物+化,526.0,526,118804,212,,,1,
物理,10153,沈阳建筑大学,006,智能建造,物+化,522.0,522,125752,212,,,1,
物理,10153,沈阳建筑大学,013,通信工程,物+化,521.0,521,127442,212,,,1,
物理,10153,沈阳建筑大学,004,安全工程,物+化,515.0,515,137757,212,,,1,
物理,10153,沈阳建筑大学,008,智能制造工程,物+化,513.0,513,141300,212,,,1,
物理,10153,沈阳建筑大学,021,交通工程,物+化,510.0,510,146661,212,,,1,
物理,10153,沈阳建筑大学,009,建筑环境与能源应用工程,物+化,527.0,509,148469,212,,,2,
