subject_group,school_code,school_name,major_group_code,selection_requirement,group_majors_text,actual_group_min_score,actual_group_min_rank,actual_group_plan_count,actual_group_filing_count,actual_group_vacancy_count,group_note,group_major_count
物理,10251,华东理工大学,210,物+化,电子信息类，工科试验班(智能与机器人)，机械类(机械智能化实验班)，物理学类,619,14423,12,12,,,4
物理,10008,北京科技大学,213,物+化,材料科学与工程(高精尖班)，理科试验班(拔尖人才计划)，工科试验班类(卓越工程人才)，材料智能技术，人工智能，数学类，应用物理学，应用化学，生物技术,619,14686,22,22,,,9
物理,10030,北京外国语大学,216,物+化,计算机科学与技术(数智技术)，计算机科学与技术(语言智能),619,14755,3,3,,,2
物理,10511,华中师范大学,117,物+化,数学与应用数学(师范)(国家公费师范生)，物理学(师范)(国家公费师范生),619,14841,10,10,,公师,2
物理,19145,东北大学秦皇岛分校,212,物+化,计算机科学与技术,619,14872,8,8,,,1
物理,10511,华中师范大学,118,物+化,化学(师范)(国家公费师范生)，生物科学(师范)(国家公费师范生),618,14936,4,4,,公师,2
物理,10019,中国农业大学,210,物+化,理科试验班类(生命科学)，理科试验班(信息科学)，生物科学类，理科试验班(智能装备)，农学，植物保护，计算机类，动物科学，动物医学类(5年)，电子信息类，食品科学与工程类，农业工程类，数学与应用数学，园艺，地理科学类，机械类，环境科学与工程类，水利类，土地科学与技术,618,14948,71,71,,,19
物理,19422,山东大学威海分校,207,物+化,电子信息类(智能工程新工科实验班)，物理学类，数学类,618,15047,26,26,,,3
物理,10611,重庆大学,213,物+化,电气工程及其自动化，工科试验班(未来信息)，工科试验班(计算机与智能软件)，工科试验班(高端装备与智能制造)，工科试验班(智慧能源与先进材料)，理科试验班(数理基础)，工科试验班(经济管理类)，工科试验班(医工交叉与环化健康)，建筑类,618,15161,90,90,,,9
物理,10422,山东大学,203,物+化,数学类，物理学类，化学类，生物科学类,618,15173,16,16,,,4
物理,10034,中央财经大学,208,物,数字经济，金融科技，金融学，税收学，经济与贸易类，金融学类，经济学类，精算学，信息管理与信息系统，工商管理类(商学院)，财政学类，投资学，金融学，经济学，工商管理类(会计学院),618,15294,63,63,,,15
物理,10590,深圳大学,223,物+化,电子信息工程，电子信息类,618,15345,460,460,,,2
物理,10288,南京理工大学,207,物+化,兵器类，电子信息类，计算机类，自动化类，机械类，微电子科学与工程，工程力学(航空宇航)，能源动力类，材料类，大数据管理与应用，工业设计，化工与制药类，数学类,618,15351,71,71,,,13
物理,10004,北京交通大学,211,物+化,交通运输(中外合作办学),617,15604,2,2,,中外合作,1
物理,10036,对外经济贸易大学,209,物+化,统计学，数据科学与大数据技术，数据科学,617,15626,8,8,,,3
物理,10610,四川大学,203,物+化,计算机类，电子信息类，物理学类，电气类，高分子材料与工程，生物医学工程类，材料类(先进材料与新能源)，工科试验班(先进化工与高端装备类)，化学类，工科试验班(绿色城市与智慧建造)，药学类，公共卫生与预防医学类,617,15640,104,104,,,12
物理,10533,中南大学,203,物+化,航空航天工程，电子信息类，计算机类，生物科学(拔尖基地班)，光电信息科学与工程，应用物理学(拔尖基地班)，自动化类(自动化与电气类)，能源动力类(能源类)，软件工程，机械类，数学类，材料类(冶金材料类)，测绘类(遥感测绘地信类)，工科试验班(轨道交通基础设施与安全类)，化工与制药类(化学生物环境类)，交通运输类,617,15675,269,269,,,16
物理,10611,重庆大学,214,物+化,电气工程及其自动化(中外合作办学)(5年)，机械设计制造及其自动化(中外合作办学)(5年),617,15752,10,10,,中外合作,2
物理,19213,哈尔滨工业大学(威海),204,物+化,船舶与海洋工程(中外合作办学),617,15904,3,3,,中外合作,1
物理,10217,哈尔滨工程大学,211,物+化,水声工程，自动化类，海洋工程类，电子信息类，核工程与核技术，航空航天类，智能制造工程,617,15954,41,41,,,7
物理,10294,河海大学,212,物+化,水利类(大禹直升班),616,16017,4,4,,,1
物理,14851,香港城市大学(东莞),201,物+化,计算机科学与技术,616,16184,62,62,,粤港合作,1
物理,10008,北京科技大学,214,物+化,计算机类，通信工程，自动化类，机械类，土木类(未来城市建设诊治与运维)，储能科学与工程，材料科学与工程，能源动力类(能源环境),616,16299,37,37,,,8
物理,10183,吉林大学,225,物+化,材料物理,616,16333,5,5,,中外联培,1
物理,10590,深圳大学,225,物+化,数学与应用数学，物理学,616,16350,33,33,,,2
物理,10423,中国海洋大学,223,物+化,计算机科学与技术(中外合作办学),616,16394,3,3,,中外合作,1
物理,10200,东北师范大学,108,物,英语(师范)(国家公费师范生),616,16400,2,2,,公师,1
物理,10590,深圳大学,226,物+化,生物科学，化学,616,16448,20,20,,,2
物理,10610,四川大学,208,物,建筑学(5年),616,16475,4,4,,,1
物理,10285,苏州大学,215,物+化,纳米材料与技术，计算机科学与技术，软件工程，人工智能，电子信息工程，机器人工程，光电信息科学与工程，智能测控工程，通信工程，轨道交通信号与控制，数据科学与大数据技术，数学类，智能制造工程，车辆工程，机械电子工程，机械工程,615,16548,36,36,,,16
物理,10698,西安交通大学,209,物+化,工业设计(中外合作办学)，建筑学(中外合作办学)(5年),615,16614,22,22,,中外合作,2
物理,10701,西安电子科技大学,205,物,管理科学与工程类(数字化与商务智能融合培养),615,16664,10,10,,,1
物理,10285,苏州大学,214,物,金融数学,615,16768,3,3,,,1
物理,10590,深圳大学,240,物,金融科技,615,16789,31,31,,,1
物理,10033,中国传媒大学,216,物,广播电视编导，智能影像艺术,615,16791,4,4,,,2
物理,10030,北京外国语大学,217,物+政,外交学,615,16825,1,1,,,1
物理,10036,对外经济贸易大学,208,物,金融工程，海关管理，金融工程，法学类，金融学类，金融数学，经济学类，工商管理类，精算学,615,16918,39,39,,,9
物理,10183,吉林大学,220,物,大数据管理与应用，金融科技，物流管理,614,17337,7,7,,,3
物理,10183,吉林大学,231,物+化,临床医学(5年)，临床医学(5+3一体化)(5年)，临床医学(5年)，临床医学(5年),614,17342,16,16,,,4
物理,10285,苏州大学,218,物+化,材料类,614,17362,2,2,,,1
物理,10019,中国农业大学,208,物+化,生物质科学与工程，生物工程，动物科学,614,17428,7,7,,,3
物理,10422,山东大学,207,物+化,口腔医学(5+3一体化)(5年)，智能医学工程，口腔医学(5年)，预防医学(5年)，药学类,614,17475,12,12,,,5
物理,10036,对外经济贸易大学,104,物,西班牙语，德语，法语,613,17752,4,4,,,3
物理,10041,中国人民公安大学,202,物,法学,613,17766,4,4,,,1
物理,10590,深圳大学,241,物+化,生物医学工程，生物医学工程类,613,17973,100,100,,,2
物理,10422,山东大学,205,物+化,工程力学，智能建造与智慧交通，环境科学与工程类，能源动力类，管理科学与工程类,613,17974,28,28,,,5
物理,10559,暨南大学,222,物+化,计算机科学与技术，计算机科学与技术，软件工程，网络空间安全，密码科学与技术，信息与计算科学，数学与应用数学,613,17976,266,266,,,7
物理,10511,华中师范大学,116,物+地,地理科学(师范)(国家公费师范生),613,18010,1,1,,公师,1
物理,19145,东北大学秦皇岛分校,214,物+化,计算机科学与技术(中外合作办学),613,18017,4,4,,中外合作,1
物理,10701,西安电子科技大学,208,物+化,通信工程(中外合作办学)，数据科学与大数据技术(中外合作办学)，电子信息工程(中外合作办学),613,18123,28,28,,中外合作,3
物理,10635,西南大学,124,物+化,化学(师范)(国家公费师范生),613,18136,5,5,,公师,1
物理,10004,北京交通大学,209,物+化,机械电子工程(中外合作办学),613,18152,5,5,,中外合作,1
物理,10574,华南师范大学,236,物+化,计算机科学与技术，电子信息工程,612,18213,45,45,,,2
物理,10010,北京化工大学,212,物+化,工科试验班(卓越工程师学院),612,18238,10,10,,,1
物理,10718,陕西师范大学,116,物+化,计算机科学与技术(师范)(国家公费师范生)，数学与应用数学(师范)(国家公费师范生)，物理学(师范)(国家公费师范生),612,18238,12,12,,公师,3
物理,10635,西南大学,126,物+政,思想政治教育(师范)(国家公费师范生),612,18286,1,1,,公师,1
物理,10635,西南大学,122,物+地,地理科学(师范)(国家公费师范生),612,18436,2,2,,公师,1
物理,19422,山东大学威海分校,206,物,法学类，经济学类,612,18490,11,11,,,2
物理,10574,华南师范大学,220,物,心理学,612,18497,15,15,,,1
物理,10403,南昌大学,221,物+化,计算机科学与技术,612,18534,4,4,,,1
物理,10013,北京邮电大学,207,物+化,信息与计算科学(中外合作办学)，智能医学工程(中外合作办学)，数字媒体技术(中外合作办学),612,18564,18,18,,中外合作,3
物理,10033,中国传媒大学,217,物,国际新闻与传播,612,18595,2,2,,,1
物理,10533,中南大学,205,物+化,计算机科学与技术(中外合作办学)，机械设计制造及其自动化(中外合作办学)，数学与应用数学(中外合作办学)，土木工程(中外合作办学),612,18785,18,18,,中外合作,4
物理,10285,苏州大学,217,物+化,轻化工程,611,18874,2,2,,,1
物理,10574,华南师范大学,237,物+化,软件工程,611,18930,30,30,,,1
物理,10423,中国海洋大学,224,物+化,数学与应用数学(中外合作办学),611,18958,7,7,,中外合作,1
物理,10633,成都中医药大学,210,物,中医学(9年)，中医学(5+3一体化)(5年),611,19040,4,4,,,2
物理,10423,中国海洋大学,222,物+化,大气科学,611,19050,6,6,,,1
物理,10486,武汉大学,218,物+化,建筑学(中外合作办学)(5年),611,19170,10,10,,中外合作,1
物理,10635,西南大学,119,物,教育技术学(师范)(国家公费师范生),611,19187,1,1,,公师,1
物理,10635,西南大学,226,物+化+生,生物科学(拔尖创新班),611,19256,1,1,,,1
物理,10613,西南交通大学,212,物+化,电子信息类，电气工程及其自动化，电子信息工程，电子信息科学与技术，飞行器设计与工程，轨道交通信号与控制，通信工程，车辆工程，大功率半导体科学与工程，工程力学，机械类，能源动力类，城市地下空间工程，工程造价，建筑类，土木工程，工业设计，建筑学(5年)，应用物理学,611,19308,63,63,,,19
物理,10251,华东理工大学,208,物,经济学类，工商管理类,611,19321,4,4,,,2
物理,10590,深圳大学,229,物+化,光电信息科学与工程，机械设计制造及其自动化，光电信息科学与工程，自动化类，机械设计制造及其自动化，智能感知工程，物理学，核工程与核技术，物理学，物理学(师范)，地理空间信息工程(培养智慧城市人才),611,19333,698,698,,,11
物理,10718,陕西师范大学,117,物+化,化学(师范)(国家公费师范生)，生物科学(师范)(国家公费师范生),611,19370,7,7,,公师,2
物理,10040,外交学院,108,物,法学，国际经济与贸易，金融学,611,19380,8,8,,,3
物理,10423,中国海洋大学,226,物+化,海洋科学(中外合作办学),611,19385,2,2,,中外合作,1
物理,10004,北京交通大学,210,物+化,纳米材料与技术(中外合作办学),611,19398,3,3,,中外合作,1
物理,10730,兰州大学,218,物+化,应用物理学(原子核物理)，应用气象学，材料类,610,19445,14,14,,,3
物理,10251,华东理工大学,209,物+化,应用化学，化学类(智创化学实验班)，能源与动力工程，化学(教育部拔尖基地班)，生物工程类，工科试验班(生物医药)，工科试验班(能源与环境)，材料类(新材料实验班)，化学工程与工艺(中外合作办学)(精英班)，药学(创新实验班),610,19506,38,38,,,10
物理,10497,武汉理工大学,216,物+化,微电子科学与工程，光电信息科学与工程，人工智能，电子信息类，计算机类，自动化类，机械设计制造及其自动化，电子信息类(含交叉力学)，机械类(智能制造)，材料类，机械类(车辆)，能源与动力工程(新能源动力)，数学类，工业设计，数字经济，导航工程，交通运输类，物流工程，船舶与海洋工程，环境科学与工程类，土木类，管理科学与工程类(大数据与智慧安全应急)，海事管理，化工与制药类，建筑学(5年)，信息管理与信息系统,610,19546,237,237,,,26
物理,10200,东北师范大学,110,物+化,化学(师范)(国家公费师范生),610,19552,2,2,,公师,1
物理,10574,华南师范大学,221,物+化,数学与应用数学(师范)，数学与应用数学(师范),610,19563,144,144,,"长基创新班
普师",2
