subject_group,school_code,school_name,major_group_code,selection_requirement,group_majors_text,actual_group_min_score,actual_group_min_rank,actual_group_plan_count,actual_group_filing_count,actual_group_vacancy_count,group_note,group_major_count
历史,10467,河南科技学院,205,历,英语(师范),520,42969,2,2,,普师,1
历史,10548,怀化学院,211,历,国际经济与贸易,520,42977,1,1,,,1
历史,10606,玉林师范学院,215,历,汉语言文学(师范)，广告学，小学教育(师范)，行政管理，电子商务，酒店管理，汉语国际教育,520,43015,35,35,,普师,7
历史,10644,四川文理学院,206,历,人力资源管理，汉语国际教育(师范)，健康服务与管理，文化产业管理,520,43028,12,12,,,4
历史,10165,辽宁师范大学,204,历,国际商务(中外合作办学),520,43033,2,2,,中外合作,1
历史,11838,贺州学院,205,历,旅游管理，小学教育(师范)，商务英语,520,43058,12,12,,,3
历史,11326,信阳农林学院,205,历,商务英语,520,43080,3,3,,,1
历史,10383,铜陵学院,204,历,国际经济与贸易，金融学，市场营销，资产评估,519,43169,14,14,,,4
历史,11775,防灾科技学院,208,历,英语,519,43185,3,3,,,1
历史,10467,河南科技学院,206,历,国际经济与贸易,519,43229,4,4,,,1
历史,10127,内蒙古科技大学,206,历,法学，秘书学，汉语言文学，国际经济与贸易，社会工作,519,43313,10,10,,,5
历史,11242,太原学院,205,历,酒店管理,519,43359,1,1,,,1
历史,10582,嘉应学院,225,历+生,园林，护理学,519,43455,157,157,,,2
历史,11653,南阳理工学院,207,历,财务管理(培养智能财务人才)，工商管理，国际经济与贸易(培养数字商务人才),519,43506,4,4,,,3
历史,14278,广东第二师范学院,233,历,商务英语(中外人才培养实验班),519,43540,15,15,,学分互认,1
历史,11726,长春大学,211,历,俄语(中外合作办学),519,43549,2,2,,中外合作,1
历史,13386,山东石油化工学院,204,历,学前教育(师范),519,43608,2,2,,普师,1
历史,10739,天水师范学院,208,历,网络与新媒体,519,43611,3,3,,,1
历史,11420,河北金融学院,208,历,商务英语,519,43730,5,5,,,1
历史,11420,河北金融学院,209,历,电子商务,519,43758,4,4,,,1
历史,10482,洛阳师范学院,203,历,学前教育(师范)，电子商务，土地资源管理，广播电视编导,519,43772,21,21,,普师,4
历史,11390,玉溪师范学院,204,历,新闻学，泰语,519,43827,4,4,,,2
历史,11230,齐齐哈尔医学院,209,历,应用心理学,518,43867,2,2,,,1
历史,10483,商丘师范学院,205,历,翻译，社会工作，经济学，财务管理，物流管理,518,43917,7,7,,,5
历史,11847,佛山大学,223,历,旅游管理,518,43964,30,30,,中外联培,1
历史,10733,甘肃农业大学,204,历,汉语言文学，市场营销，经济学，社会工作，劳动与社会保障，土地资源管理,518,43997,32,32,,,6
历史,10908,山东工艺美术学院,204,历,文化产业管理,518,44039,4,4,,,1
历史,10977,六盘水师范学院,203,历,小学教育(师范)，旅游管理与服务教育，经济与金融,518,44077,6,6,,普师,3
历史,10389,福建农林大学,213,历,农林经济管理(中外合作办学),518,44095,3,3,,中外合作,1
历史,11261,吉林工商学院,204,历,会计学，财务管理，金融学，网络与新媒体，电子商务，税收学,518,44120,10,10,,,6
历史,10219,黑龙江科技大学,206,历,会计学，经济学，汉语言文学，工商管理，市场营销，建筑学(5年)，财务管理，国际经济与贸易，社会学，城乡规划(5年)，社会工作,518,44156,17,17,,,11
历史,14527,山西工程技术学院,204,历+地,地理信息科学,518,44302,2,2,,,1
历史,11330,安阳工学院,204,历,国际经济与贸易,518,44385,2,2,,,1
历史,10763,喀什大学,212,历+政,思想政治教育(师范),518,44413,4,4,,普师,1
历史,14278,广东第二师范学院,232,历,翻译(中外人才培养实验班),518,44510,15,15,,学分互认,1
历史,11068,郑州工程技术学院,204,历,国际经济与贸易，商务英语，旅游管理,517,44593,15,15,,,3
历史,10234,哈尔滨学院,207,历,金融学，汉语言文学(师范)，小学教育(师范)，会计学，汉语国际教育，商务经济学,517,44697,9,9,,,6
历史,10573,广东药科大学,212,历,英语,517,44719,18,18,,中外联培,1
历史,10129,内蒙古农业大学,205,历,社会工作,517,44727,4,4,,,1
历史,11765,河南城建学院,204,历,财务管理,517,44805,5,5,,,1
历史,10741,兰州财经大学,211,历,会计学，金融学,517,44841,6,6,,中外联培,2
历史,10588,广东技术师范大学,245,历,英语(师范),517,44844,60,60,,学分互认,1
历史,10234,哈尔滨学院,208,历+政,思想政治教育(师范),517,44858,1,1,,普师,1
历史,11775,防灾科技学院,210,历,广告学,517,44864,4,4,,,1
历史,10222,佳木斯大学,208,历,英语,517,44923,5,5,,,1
历史,10576,韶关学院,216,历,旅游管理,517,44951,30,30,,学分互认,1
历史,51721,河北环境工程学院,206,历,网络与新媒体，物流管理，国际商务,517,45018,9,9,,,3
历史,10576,韶关学院,217,历,商务英语,517,45039,15,15,,学分互认,1
历史,11510,山东交通学院,206,历,交通管理,517,45058,2,2,,,1
历史,11230,齐齐哈尔医学院,208,历,社会工作,516,45282,1,1,,,1
历史,10222,佳木斯大学,211,历,汉语言文学(师范)，工商管理,516,45299,14,14,,普师,2
历史,11106,广州航海学院,212,历,金融学,516,45432,15,15,,中外联培,1
历史,10741,兰州财经大学,213,历,国际商务,516,45586,3,3,,中外联培,1
历史,10763,喀什大学,210,历,法学，汉语言文学(师范)，教育学(师范)，小学教育(师范)，旅游管理，学前教育(师范)，国际经济与贸易，财务管理，跨境电子商务,516,45659,25,25,,,9
历史,10876,浙江万里学院,205,历,电子商务，工商管理，会展经济与管理，跨境电子商务，会展经济与管理,516,45876,13,13,,,5
历史,11600,湖北经济学院,207,历,资源与环境经济学(中外合作办学),516,45899,2,2,,中外合作,1
历史,10222,佳木斯大学,210,历,日语,516,45961,5,5,,,1
历史,11420,河北金融学院,210,历,会计学(中外合作办学),515,46148,2,2,,中外合作,1
历史,11066,烟台大学,209,历,会计学,515,46196,2,2,,中外联培,1
历史,10166,沈阳师范大学,202,历,金融学(中外合作办学),515,46208,4,4,,中外合作,1
历史,10496,武汉轻工大学,209,历,广告学(中外合作办学),515,46425,5,5,,中外合作,1
历史,10222,佳木斯大学,209,历,俄语,515,46596,5,5,,,1
历史,11230,齐齐哈尔医学院,210,历,公共事业管理,515,46706,1,1,,,1
历史,10162,辽宁中医药大学,202,历+化,护理学,514,46758,1,1,,,1
历史,10191,吉林建筑大学,207,历,建筑学(5年),514,47073,1,1,,,1
历史,10071,天津体育学院,210,历,学前教育,514,47123,2,2,,,1
历史,10876,浙江万里学院,206,历,广告学(中外合作办学),514,47240,3,3,,中外合作,1
历史,10588,广东技术师范大学,246,历,会计学，工商管理,513,47743,75,75,,学分互认,2
历史,10582,嘉应学院,231,历,公共事业管理,513,47835,20,20,,中外联培,1
历史,13684,珠海科技学院,207,历,汉语言文学，会计学，汉语国际教育，商务英语，英语，财务管理，学前教育(师范)，国际经济与贸易，广告学，日语，工商管理，健康服务与管理，金融学，人力资源管理，社会工作，投资学，行政管理，电子商务，酒店管理，会展经济与管理，劳动与社会保障，建筑学(5年)，市场营销，物流管理，城乡规划(5年)，旅游管理，朝鲜语,513,48067,1696,1696,,民办,27
历史,10580,肇庆学院,202,历,会计学,513,48107,15,15,,中外联培,1
历史,10580,肇庆学院,206,历,英语(师范)(中外联合培养),512,48338,15,15,,中外联培,1
历史,10582,嘉应学院,232,历,工商管理,512,48345,25,25,,中外联培,1
历史,10588,广东技术师范大学,247,历,金融学,512,48476,25,25,,学分互认,1
历史,10723,渭南师范学院,204,历,学前教育(中外合作办学)(师范),511,49008,1,1,,中外合作,1
历史,10167,渤海大学,202,历,金融学,511,49348,1,1,,,1
历史,11726,长春大学,210,历,会计学,510,49915,2,2,,中外联培,1
历史,10191,吉林建筑大学,208,历,建筑学(中外合作办学)(5年),509,50895,3,3,,中外合作,1
历史,11100,海南热带海洋学院,215,历,市场营销(中外合作办学)，旅游管理(中外合作办学),509,51186,6,6,,中外合作,2
历史,10553,湖南人文科技学院,209,历,学前教育(中外合作办学)(师范),508,51654,4,4,,中外合作,1
历史,10452,临沂大学,207,历,社会工作(中外合作办学)(银发产业经营与管理),508,51928,3,3,,中外合作,1
历史,13810,肇庆医学院,205,历+化,护理学,507,52014,20,20,,,1
历史,10405,东华理工大学,204,历,会计学,506,53515,7,7,,中外联培,1
历史,10577,惠州学院,213,历,财务管理,504,54539,60,60,,中外联培,1
历史,14278,广东第二师范学院,234,历,旅游管理与服务教育(中外人才培养实验班),504,54859,15,15,,学分互认,1
历史,10578,韩山师范学院,212,历,商务英语,502,56071,25,25,,中外联培,1
历史,11545,电子科技大学中山学院,205,历,财务管理，金融学，国际经济与贸易，电子商务，人力资源管理，工商管理，物流管理,501,57314,365,365,,独立学院,7
历史,11545,电子科技大学中山学院,209,历,法学，新闻学，英语，行政管理，旅游管理，商务英语，日语,501,57328,536,536,,独立学院,7
历史,13687,南京传媒学院,213,历,新闻传播学类，戏剧影视文学，国际新闻与传播，广播电视编导，汉语国际教育，时尚传播，电影学，财务管理,500,58036,60,60,,民办,8
历史,12784,河北传媒学院,217,历,文化产业管理，电子商务，会展经济与管理,500,58154,9,9,,民办,3
历史,10822,广东白云学院,218,历,汉语言文学,498,59979,420,420,,民办,1
历史,10822,广东白云学院,219,历,学前教育(师范)，小学教育(师范),495,62344,124,124,,民办,2
历史,13687,南京传媒学院,214,历,广播电视编导(中外合作办学),495,62409,10,10,,中外合作,1
历史,11349,五邑大学,214,历,会计学，英语,493,63797,154,154,,中外联培,2
历史,14278,广东第二师范学院,235,历,酒店管理(中外人才培养实验班),493,64188,15,15,,学分互认,1
历史,12574,广东东软学院,219,历,财务管理,491,65111,50,50,,民办,1
历史,10822,广东白云学院,220,历,应用心理学,491,65744,112,112,,民办,1
历史,10822,广东白云学院,226,历,广播电视编导，网络与新媒体,488,68547,113,113,,民办,2
历史,10577,惠州学院,214,历,学前教育(中外合作办学)(师范),487,69259,45,45,,中外合作,1
历史,10476,河南师范大学,206,历,汉语言文学(师范)，社会学类，旅游管理,486,70379,15,15,,普师,3
历史,12574,广东东软学院,220,历,市场营销，工商管理,485,70952,38,38,,民办,2
历史,12574,广东东软学院,221,历,物流管理,485,71229,23,23,,民办,1
历史,12784,河北传媒学院,216,历,广播电视编导，戏剧影视文学,484,71469,11,11,,民办,2
历史,12574,广东东软学院,222,历,商务英语,484,71483,40,40,,民办,1
历史,12618,广州软件学院,218,历,网络与新媒体,484,71943,105,105,,校企联培,1
历史,10822,广东白云学院,224,历,金融学，审计学，会计学，财务管理，国际经济与贸易,484,72037,527,527,,民办,5
历史,13811,琼台师范学院,214,历,小学教育(中外合作办学)(师范)，学前教育(中外合作办学)(师范),483,73212,5,5,,中外合作,2
历史,10822,广东白云学院,222,历,日语，商务英语，英语,482,74063,242,242,,民办,3
历史,12618,广州软件学院,220,历,会计学,481,74715,7,7,,民办,1
历史,10822,广东白云学院,223,历,人力资源管理，市场营销，跨境电子商务，社会工作，工商管理，物流管理,480,75551,306,306,,民办,6
历史,12574,广东东软学院,223,历,日语,480,75816,35,35,,民办,1
历史,12618,广州软件学院,216,历,会计学，国际经济与贸易，英语，电子商务，财务管理，日语，行政管理，人力资源管理，工商管理，物流管理，市场营销,478,77621,497,497,,民办,11
历史,10822,广东白云学院,221,历,城乡规划(5年)，建筑学(5年)，风景园林,477,78693,90,90,,民办,3
历史,12059,广东培正学院,206,历,翻译，日语，学前教育，英语，商务英语，西班牙语，法学，广告学，秘书学，应用心理学，汉语国际教育，网络与新媒体，小学教育,476,79562,720,720,,民办,13
历史,12618,广州软件学院,219,历,市场营销,473,81957,7,7,,民办,1
历史,12059,广东培正学院,205,历,人力资源管理，跨境电子商务，行政管理，旅游管理，劳动与社会保障，工商管理，市场营销，物流管理，电子商务，经济学，投资学，国际经济与贸易，会计学，财务管理，审计学，文化产业管理,472,83044,889,889,,民办,16
历史,12059,广东培正学院,207,历,国际经济与贸易,469,86084,20,20,,学分互认,1
历史,10822,广东白云学院,225,历,金融学，工商管理,464,91395,60,29,31.0,中外联培,2
历史,12618,广州软件学院,217,历,风景园林,464,91502,116,57,59.0,民办,1
历史,10822,广东白云学院,227,历,服装设计与工程,464,91541,20,15,5.0,校企联培,1
物理,18213,哈尔滨工业大学(深圳),203,物+化,工科试验班(计算机与电子通信),662,1730,332,332,,,1
物理,10610,四川大学,207,物+化,临床医学(八年制),662,1778,2,2,,,1
物理,10533,中南大学,209,物+化+生,临床医学(八年制),662,1809,3,3,,,1
物理,10286,东南大学,208,物+化,工科试验班(吴健雄班)，工科试验班(智慧能源与电气工程)，工科试验班(智能制造与智能系统)，计算机类，生物医学工程(学制七年本硕连读)，集成电路设计与集成系统，电子信息类,659,2117,79,79,,,7
物理,10247,同济大学,208,物+化,工科试验班(国豪精英班)，工科试验班(卓越计划班)，工科试验班(智能化制造与新能源类)，工科试验班(信息类),659,2159,59,59,,,4
物理,10013,北京邮电大学,206,物+化,计算机类(元班)，电子信息类(元班),657,2398,8,8,,,2
物理,10486,武汉大学,220,物+化,软件工程(特软班)，人工智能(自强班)，人工智能，计算机类(计算机学院)，密码科学与技术(创新班)，计算机类(国家网络安全学院),657,2480,22,22,,,6
物理,10698,西安交通大学,208,物+化,电气工程及其自动化(钱学森班)，计算机科学与技术(国家拔尖计划)，人工智能(新工科卓越计划)，工科试验班(越杰计划电类专业预选)，储能科学与工程(新工科卓越计划)，工科试验班(电气类)，工科试验班(计算机科学技术类)，物理学(国家拔尖计划)，自动化，微电子科学与工程，电子科学与技术，理科试验班(数学类)，软件工程，信息工程，工科试验班(医学电子信息优本班)，工科试验班(航天航空类)，工科试验班(智能感知与仪器)，工科试验班(智能制造类)，工科试验班(智慧能源类)，工科试验班(管理类)，工科试验班(智能过程与装备国卓班)，理科试验班(物理类),656,2586,149,154,-5.0,,22
物理,19213,哈尔滨工业大学(威海),203,物+化,工科试验班(AI加先进技术领军班)，工科试验班(机器人与智能装备拔尖班),652,3333,10,10,,,2
物理,10247,同济大学,211,物+化,技术科学试验班(智能交通与车辆类),651,3567,20,20,,,1
物理,10558,中山大学,216,物+化,计算机类(广州)，网络空间安全(含鸿网创新班)，智能科学与技术，软件工程，人工智能,651,3575,433,433,,,5
物理,12121,南方医科大学,201,物+化,临床医学(8年),650,3606,46,46,,,1
物理,10041,中国人民公安大学,120,物+政,涉外警务,650,3778,1,1,,女,1
物理,10699,西北工业大学,207,物+化,航空航天类(陈士橹飞天班)，航空航天类(黄玉珊航空班)，航空航天类(智慧三航拔尖班)，航空航天类(航天)，航空航天类(航空)，海洋工程类(水下智能系统)，电子信息类(电子信息)，自动化类，计算机类(计算机),648,4095,57,57,,,9
物理,10247,同济大学,210,物+化,机械类(中外合作办学),648,4170,10,10,,中外合作,1
物理,10486,武汉大学,222,物+化,机器人工程(机器人学院)，工科试验班(智能电气创新班)，工科试验班(机器人与智能机械试验班)，微电子科学与工程(集成电路学院)，工科试验班(水利类)，工科试验班(电气类)，工科试验班(智慧能源与智能制造类),648,4202,49,49,,,7
物理,10558,中山大学,215,物+化,电子信息类(含电子信息创新基地班)，微电子科学与工程(深圳)，电子信息工程，微电子科学与工程(珠海)，柔性电子学,647,4264,388,388,,,5
物理,10698,西安交通大学,207,物,经济学类,647,4283,8,8,,,1
物理,10247,同济大学,209,物+化,医学试验班(国豪精英班)(5年)，医学试验班(5年)，临床医学(5+3一体化)(5年),647,4291,10,10,,,3
物理,19213,哈尔滨工业大学(威海),206,物+化,软件工程(卓越优才计划),647,4322,5,5,,,1
物理,10055,南开大学,206,物+化,理科试验班(数学与大数据)，临床医学(5+3一体化)(5年)，工科试验班(信息科学与技术)，理科试验班(物质科学与可持续发展)，理科试验班(物理与光电信息技术工程),647,4394,61,61,,,5
物理,18213,哈尔滨工业大学(深圳),204,物+化,通信工程(中外合作办学),646,4592,13,13,,中外合作,1
物理,10486,武汉大学,214,物+化,理科试验班(弘毅双学位试验班)，理科试验班(弘毅学堂)，数学类(中法拔尖班)，生物科学(国际试验班)，化学类(新能源自强班)，数学类，化学类，物理学类，生物科学类,646,4603,46,46,,,9
物理,10614,电子科技大学,205,物+化,电子信息类(成电英才电子与计算机科技创新领军人才计划)，微电子科学与工程，集成电路设计与集成系统(国家示范性微电子学院)，电子信息类(信息与通信)，计算机类，工科试验班(机器人电气信息智能制造)，电子信息工程(科技与艺术联合学位实验班)，工科试验班(电子工程类)，电子信息类(光电集成与光网络)，电子信息类(电子信息与物理科学复合培养)，数学类(大数据与智能计算数学及应用计算科学)，电子信息类(智能仪器智能控制)，航空航天类(飞行器控制信息无人机应用)，经济管理试验班(管理与电子双学位培养),646,4620,126,126,,,14
物理,10486,武汉大学,221,物+化,遥感科学与技术(知卓菁英创新班)，电子信息类(电子信息学院)，导航工程(智能导航创新班)，地球物理学(数智地空弘毅班)，遥感科学与技术，时空信息工程，智慧城市与空间规划,645,4860,49,49,,,7
物理,10027,北京师范大学,215,物+化,心理学，理科试验班(励耘实验班)，数学与应用数学，物理学类，生物科学类，地理科学(励耘实验班)，化学，统计学，药学(协和药班),645,4899,25,25,,,9
物理,10055,南开大学,205,物,金融学类,644,5048,8,10,-2.0,,1
物理,19614,电子科技大学(沙河校区),203,物+化,软件工程(AI交叉复合型创新人才培养实验班)，软件工程(国家卓越工程师教育培养计划特色班),643,5172,33,33,,,2
物理,10486,武汉大学,217,物+化,药学类(科技菁英班),643,5284,2,2,,,1
物理,10558,中山大学,214,物+化,"数学类(广州)，数学与应用数学(深圳)，物理学(珠海,物理学+微电子科学与工程双学士学位)，物理学类(广州)，物理学(深圳)，数学类(珠海)，物理学类(珠海,含基础物理与天文学术新星培养实验班)",642,5517,271,271,,,7
物理,10269,华东师范大学,212,物,金融学(双学位),642,5602,2,2,,,1
物理,10698,西安交通大学,211,物+化,电气工程及其自动化(中外合作办学),642,5701,6,6,,中外合作,1
物理,10486,武汉大学,215,物+化,口腔医学(8年)，临床医学(8年)，口腔医学(5+3一体化)(5年)，口腔医学(5年)，临床医学(5+3一体化中法自强班)(5年),641,5936,11,11,,,5
物理,10486,武汉大学,213,物,法学，经济学(数智经济与管理创新班)，新闻传播学类(国际传播智能传播试验班)，大数据管理与应用，经济学类,640,6254,29,29,,,5
物理,10561,华南理工大学,212,物+化,工科试验班(A先进技术拔尖班)，工科试验班(卓越人才班)，工科试验班(院士特色班)，工科试验班(理工交叉创新班),640,6278,386,386,,,4
物理,10610,四川大学,206,物+化,口腔医学(五年制)，临床医学(五年制),639,6355,6,6,,,2
物理,10027,北京师范大学,213,物,法学，金融学，国际经济与贸易，公共管理类,639,6364,8,8,,,4
物理,10558,中山大学,217,物+化,生物医学工程(含振声创新班)，新能源科学与工程，遥感科学与技术，智慧交通，机械工程，环境科学与工程类(含永銮创新班)，土木水利与海洋工程(土木水利与海洋工程+经济学双学士学位)，航空航天类，材料类，核工程与核技术，材料科学与工程,639,6467,350,350,,,11
物理,10041,中国人民公安大学,116,物+化,网络安全与执法，数据警务技术，数据警务技术(面向海关缉私部门入警就业)，网络安全与执法(面向海关缉私部门入警就业)，公安视听技术，网络安全与执法(面向移民机构入警就业)，公安视听技术(面向移民机构入警就业)，安全防范工程，交通管理工程,639,6577,19,19,,女,9
物理,10611,重庆大学,215,物+化,工科试验班(卓越计划),637,7088,5,5,,,1
物理,10004,北京交通大学,212,物+化,理科试验班类(詹天佑试点班信息类),637,7166,2,2,,,1
物理,10013,北京邮电大学,204,物+化,计算机类，通信工程，数字媒体技术，电子信息类，低空技术与工程，网络空间安全，人工智能，自动化类(智能机器人),635,7767,113,113,,,8
物理,10384,厦门大学,216,物,"会计学(会计财务审计,含双学士学位项目)，法学(含涉外法治人才基地实验班)，金融工程，经济学类(含双学士学位项目)",634,8147,13,13,,,4
物理,10558,中山大学,218,物+化,"临床医学(八年制)，口腔医学(5+3一体化)(5年)，口腔医学(5年)，临床医学(广州)(5年)，临床医学(深圳,含眼科创新班)(5年)",633,8536,475,475,,,5
物理,10269,华东师范大学,213,物+化,统计学(双学位)，软件工程，数学与应用数学，数据科学与大数据技术，统计学类，计算机科学与技术，物理学，微电子科学与工程，化学，通信工程(双学位)，通信工程，心理学类，生物科学类,633,8606,38,38,,,13
物理,10004,北京交通大学,213,物+化,理科试验班类(詹天佑试点班智能类),633,8612,5,5,,,1
物理,10570,广州医科大学,201,物+化,临床医学(5+X一体化)(5年),633,8669,10,10,,,1
物理,10384,厦门大学,219,物+化,"计算机类，电子信息类，能源动力类，工科试验班(航空航天类,含双学士学位项目)，工科试验班(化工与材料类)",632,8895,56,56,,,5
物理,10558,中山大学,212,物,"金融学(广州,金融学+计算机双学士学位)，经济学类(广州,含数字方向)，金融学(珠海,金融学+人工智能双学士学位)，经济学(深圳)，经济学类(珠海)，心理学，哲学类(广州)",631,9390,183,183,,,7
物理,10217,哈尔滨工程大学,215,物+化,人工智能(兴海领军),630,9616,1,1,,,1
物理,10217,哈尔滨工程大学,218,物+化,核工程与核技术(兴海领军),630,9619,2,2,,,1
物理,10701,西安电子科技大学,207,物+化,电子信息类(卓越计划实验班)，电子信息类(创新实验班)，计算机科学与技术(国家拔尖基地班)，电子信息类(通信)，电子信息类(集成电路)，电子信息类(电子工程)，电子信息类(电子科学信息物理空天信息)，计算机类(智能)，计算机类，计算机类(网络安全)，生物医学工程类(电子信息交叉融合班),630,9705,96,96,,,11
物理,19614,电子科技大学(沙河校区),204,物+化,电子信息类(中外合作办学)(电子信息)，电子信息类(中外合作办学)(通信微电子),630,9828,35,35,,中外合作,2
物理,10558,中山大学,213,物,"工商管理(广州,管理学+计算机双学士学位)，法学，工商管理类(广州)，工商管理(深圳)",629,9936,98,98,,,4
物理,10422,山东大学,208,物+化+生,临床医学(5年)，临床医学(5+3一体化)(5年)，临床医学(5年),629,10125,5,5,,,3
物理,14880,深圳理工大学,201,物+化,计算机科学与技术,629,10163,206,206,,,1
物理,10384,厦门大学,218,物+化,统计学类，物理学类(含物理学天文学)，化学类，数学类，理科试验班(生命科学与医药健康类)，理科试验班(海洋与生态环境类),629,10183,36,36,,,6
物理,10272,上海财经大学,210,物+化,统计学类，人工智能，数据科学与大数据技术(工学)，数学与应用数学，数学类,628,10565,14,14,,,5
物理,10558,中山大学,219,物+化,"大气科学(大气科学+人工智能双学士学位)，生物科学类，生物技术，化学类，预防医学(广州)(5年)，生态学(生态学+预防医学双学士学位)(5年)，法医学(5年)，预防医学(深圳,病原微生物与生物安全创新班)(5年)，生态学，基础医学(5年)，药学(广州)，地理科学类",628,10616,302,302,,,12
物理,10699,西北工业大学,209,物+化,航空航天工程(中外合作办学)，电子科学与技术(中外合作办学),627,10737,10,10,,中外合作,2
物理,10217,哈尔滨工程大学,216,物+化,海洋信息工程(兴海领军),627,10746,1,1,,,1
物理,10561,华南理工大学,213,物+化,计算机类，电子科学与技术，工科试验班(智能装备与先进制造)，工科试验班(先进材料)，工业设计,627,10764,821,821,,,5
物理,10497,武汉理工大学,207,物+化,通信工程,627,10809,2,2,,,1
物理,10497,武汉理工大学,205,物+化,微电子科学与工程,627,10815,2,2,,,1
物理,10183,吉林大学,232,物+化,计算机科学与技术，网络空间安全,627,11060,8,8,,,2
物理,10217,哈尔滨工程大学,217,物+化,通信工程(兴海领军),626,11323,1,1,,,1
物理,10561,华南理工大学,214,物+化,工科试验班(A与低空技术)，信息工程，电气类，物理学类，工科试验班(生命科学与健康工程)，临床医学类(5年)，工科试验班(智能交通与数字建造),625,11609,836,836,,,7
物理,10497,武汉理工大学,206,物+化,机械工程,625,11636,2,2,,,1
物理,19027,北京师范大学(珠海校区),210,物,社会科学试验班,625,11765,14,14,,,1
物理,10590,深圳大学,233,物+化,人工智能，人工智能,625,11801,83,83,,,2
物理,10251,华东理工大学,211,物+化,计算机类,625,11885,2,2,,,1
物理,10027,北京师范大学,106,物+化,心理学(师范)(国家公费师范生),625,11954,4,4,,公师,1
物理,10041,中国人民公安大学,119,物+政,侦查学，公安情报学，警务指挥与战术，移民管理(面向移民机构入警就业)，公安管理学，犯罪学，治安学(警察法学)，治安学,624,12241,13,13,,女,8
物理,10533,中南大学,207,物+化+生,口腔医学(5+3一体化)(5年)，基础医学(拔尖基地班)(5年)，临床医学类(临床及口腔五年制医学类)(5年),624,12346,14,14,,,3
物理,10486,武汉大学,216,物+化,公共卫生与预防医学类(5年),623,12629,6,6,,公共卫生,1
物理,19027,北京师范大学(珠海校区),111,物,英语(师范)(国家公费师范生),623,12654,16,16,,公师,1
物理,10183,吉林大学,224,物+化,物联网工程,623,12802,2,2,,,1
物理,10590,深圳大学,230,物+化,计算机科学与技术，计算机科学与技术，计算机类,622,12952,226,226,,,3
物理,10561,华南理工大学,215,物+化,自动化，软件工程，自动化，数学类，金融科技，建筑类，城乡规划，工科试验班(智慧化工与低碳工程),622,12953,660,660,,,8
物理,19027,北京师范大学(珠海校区),112,物+化,数学与应用数学(师范)(国家公费师范生)，物理学(师范)(国家公费师范生)，化学(师范)(国家公费师范生)，地理科学(师范)(国家公费师范生)，生物科学(师范)(国家公费师范生),622,13094,117,117,,公师,5
物理,10561,华南理工大学,216,物,经济学(创新班)，法学(卓越法律班)，法学类，大数据管理与应用，会计学,622,13222,90,90,,,5
物理,14942,大湾区大学,201,物+化,计算机科学与技术,622,13266,80,80,,,1
物理,10217,哈尔滨工程大学,219,物+化,软件工程,622,13326,2,2,,,1
物理,19614,电子科技大学(沙河校区),205,物+化,电子信息类(中外合作办学)(海南陵水国际教育创新区),621,13392,18,18,,中外合作,1
物理,10699,西北工业大学,208,物+化,材料科学与工程(中外合作办学)，高分子材料与工程(中外合作办学),621,13426,10,10,,中外合作,2
物理,10183,吉林大学,230,物+化,人工智能(王湘浩班)，集成电路设计与集成系统，集成电路设计与集成系统，人工智能，电子信息类,621,13639,30,30,,,5
物理,19027,北京师范大学(珠海校区),211,物+化,数学类，理科试验班,621,13642,292,292,,,2
物理,10422,山东大学,206,物+化,计算机科学与技术，人工智能，网络空间安全，电子信息类(通信电子与光电)，工程软件，计算机类,621,13695,52,52,,,6
物理,10423,中国海洋大学,220,物+化,计算机类,621,13718,10,10,,,1
物理,10598,广西医科大学,207,物+化,临床医学(5+3一体化)(5年),621,13765,2,2,,,1
物理,19213,哈尔滨工业大学(威海),205,物+化,智能材料与结构(中外合作办学),621,13767,5,5,,中外合作,1
物理,10183,吉林大学,226,物+化,软件工程,621,13769,18,18,,,1
物理,10574,华南师范大学,219,物+化,物理学,621,13782,8,8,,,1
物理,10295,江南大学,224,物+化,计算机科学与技术,621,13816,2,2,,,1
物理,10013,北京邮电大学,205,物+化,智能科学与技术(中外合作办学)，电子信息工程(中外合作办学)，物联网工程(中外合作办学)，电信工程及管理(中外合作办学),620,13955,31,31,,中外合作,4
物理,10004,北京交通大学,208,物+化,计算机类，电子信息类，自动化类(智能系统与智能制造)，交通运输类，理科试验班,620,13967,90,90,,,5
物理,10272,上海财经大学,209,物,金融学，会计学，会计学，金融学，金融学，经济学，法学，投资学，审计学，数字经济，保险学，经济学，财政学类，公共管理类，经济学，电子商务,620,13977,34,34,,,16
物理,10041,中国人民公安大学,115,物+化,网络安全与执法，数据警务技术，网络安全与执法(面向海关缉私部门入警就业)，数据警务技术(面向海关缉私部门入警就业)，公安视听技术，刑事科学技术(面向移民机构入警就业)，安全防范工程，网络安全与执法(面向移民机构入警就业)，交通管理工程，安全防范工程(面向移民机构入警就业)，公安视听技术(面向移民机构入警就业),620,14027,101,101,,男,11
物理,10570,广州医科大学,202,物+化,基础医学(5+X一体化)(5年),620,14066,5,5,,,1
物理,10422,山东大学,204,物+化,自动化类，智能感知工程，机械类，材料类,620,14073,30,30,,,4
物理,10008,北京科技大学,212,物,大数据管理与应用(大数据与金融试验班),620,14161,6,6,,,1
物理,10730,兰州大学,216,物+化,计算机类,620,14203,10,10,,,1
物理,10183,吉林大学,229,物,法学,619,14407,7,7,,,1
